timestamp,fen
1764178256,rnbqkbnr/p1pp1ppp/1p2p3/4P3/8/5N2/PPPP1PPP/RNBQKB1R
1764178258,rn1qkbnr/pbpp1ppp/1p2p3/4P3/8/5N2/PPPP1PPP/RNBQKB1R
1764178262,rn1qkbnr/pbpp1ppp/1p2p3/4P3/8/5NP1/PPPP1P1P/RNBQKB1R
1764178264,rn1qk1nr/pbpp1ppp/1p2p3/2b1P3/8/5NP1/PPPP1P1P/RNBQKB1R
1764178266,rn1qk1nr/pbpp1ppp/1p2p3/2b1P3/8/5NP1/PPPP1PBP/RNBQK2R
1764178269,rn1qk2r/pbpp1ppp/1p2p2n/2b1P3/8/5NP1/PPPP1PBP/RNBQK2R
1764178275,rn1qk2r/pbpp1ppp/1p2p2n/2b1P3/8/5NP1/PPPP1PBP/RNBQ1RK1
1764178281,rn1qk2r/pbpp1ppp/1p2p3/2b1Pn2/8/5NP1/PPPP1PBP/RNBQ1RK1
1764178293,rn1qk2r/pbpp1ppp/1p2p3/2b1Pn2/3P4/5NP1/PPP2PBP/RNBQ1RK1
1764178298,rn1qk2r/pbppbppp/1p2p3/4Pn2/3P4/5NP1/PPP2PBP/RNBQ1RK1
1764178302,rn1qk2r/pbppbppp/1p2p3/4PnB1/3P4/5NP1/PPP2PBP/RN1Q1RK1
1764178304,rn1qk2r/pbpp1ppp/1p2p3/4Pnb1/3P4/5NP1/PPP2PBP/RN1Q1RK1
1764178306,rn1qk2r/pbpp1ppp/1p2p3/4PnN1/3P4/6P1/PPP2PBP/RN1Q1RK1
1764178308,rn2k2r/pbpp1ppp/1p2p3/4Pnq1/3P4/6P1/PPP2PBP/RN1Q1RK1
1764178318,rn2k2r/pbpp1ppp/1p2p3/4Pnq1/3P4/2N3P1/PPP2PBP/R2Q1RK1
1764178320,rn2k2r/p1pp1ppp/1p2p3/4Pnq1/3P4/2N3P1/PPP2PbP/R2Q1RK1
1764178328,rn2k2r/p1pp1ppp/1p2p3/4Pnq1/3P4/2N3P1/PPP2PKP/R2Q1R2
1764178331,rn2k2r/p1p2ppp/1p1pp3/4Pnq1/3P4/2N3P1/PPP2PKP/R2Q1R2
1764178333,rn2k2r/p1p2ppp/1p1pp3/3PPnq1/8/2N3P1/PPP2PKP/R2Q1R2
1764178335,rn2k2r/p1p2ppp/1p1pp3/3PP1q1/7n/2N3P1/PPP2PKP/R2Q1R2
1764178360,rn2k2r/p1p2ppp/1p1pp3/3PP1q1/7n/2N3P1/PPP2P1P/R2Q1RK1
1764178362,rn2k2r/p1p2ppp/1p1pp3/3PP1q1/8/2N3P1/PPP2PnP/R2Q1RK1
1764178362,rn2k2r/p1p2ppp/1p1pp3/3PP1q1/8/2NQ2P1/PPP2PnP/R4RK1
1764178369,rn2k2r/p1p2ppp/1p2p3/3Pp1q1/8/2NQ2P1/PPP2PnP/R4RK1
1764178372,rn2k2r/p1p2ppp/1p2p3/3Pp1q1/8/2NQ2P1/PPP2PKP/R4R2
1764178501,rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR
1764178505,rnbqkbnr/ppp1pppp/3p4/8/4P3/5N2/PPPP1PPP/RNBQKB1R
1764178511,rnbqkbnr/ppp1pppp/8/3p4/4P3/2N2N2/PPPP1PPP/R1BQKB1R
1764178512,rnbqkbnr/ppp2ppp/8/3pp3/4P3/2N2N2/PPPP1PPP/R1BQKB1R
1764178516,rnbqkbnr/ppp2ppp/8/3pp3/3PP3/2N2N2/PPP2PPP/R1BQKB1R
1764178518,rnbqkb1r/ppp2ppp/5n2/3pp3/3PP3/2N2N2/PPP2PPP/R1BQKB1R
1764178518,rnbqkb1r/ppp2ppp/5n2/3pP3/4P3/2N2N2/PPP2PPP/R1BQKB1R
1764178523,rnbqkb1r/1pp2ppp/5n2/p2pP3/4P3/2N2N2/PPP2PPP/R1BQKB1R
1764178527,rnbqkb1r/1pp2ppp/5n2/p2PP3/8/2N2N2/PPP2PPP/R1BQKB1R
1764178530,r1bqkb1r/1pp2ppp/2n2n2/p2PP3/8/2N2N2/PPP2PPP/R1BQKB1R
1764178543,r1bqkb1r/1pp2ppp/2n2n2/p2PP3/8/5N2/PPP2PPP/RNBQKB1R
1764178582,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR
1764178584,rnbqkbnr/ppp1pppp/3p4/8/3P4/8/PPP1PPPP/RNBQKBNR
1764178585,rnbqkbnr/ppp1pppp/3p4/8/3PP3/8/PPP2PPP/RNBQKBNR
1764178586,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/8/PPP2PPP/RNBQKBNR
1764178592,rnbqkbnr/ppp2ppp/3p4/3Pp3/4P3/8/PPP2PPP/RNBQKBNR
1764178594,rnbqkbnr/pp3ppp/3p4/2pPp3/4P3/8/PPP2PPP/RNBQKBNR
1764178594,rnbqkbnr/pp3ppp/2Pp4/4p3/4P3/8/PPP2PPP/RNBQKBNR
1764178596,rnbqkbnr/p4ppp/2pp4/4p3/4P3/8/PPP2PPP/RNBQKBNR
1764178604,rnbqkbnr/p4ppp/2pp4/4p3/4P3/5N2/PPP2PPP/RNBQKB1R
1764178605,rnbqkb1r/p4ppp/2pp1n2/4p3/4P3/5N2/PPP2PPP/RNBQKB1R
1764178606,rnbqkb1r/p4ppp/2pp1n2/4p3/4P3/2N2N2/PPP2PPP/R1BQKB1R
1764178610,rnbqk2r/p3bppp/2pp1n2/4p3/4P3/2N2N2/PPP2PPP/R1BQKB1R
1764178612,rnbqk2r/p3bppp/2pp1n2/4p3/4P3/2N2NP1/PPP2P1P/R1BQKB1R
1764178616,rnbqk2r/p3bp1p/2pp1n2/4p1p1/4P3/2N2NP1/PPP2P1P/R1BQKB1R
1764178618,rnbqk2r/p3bp1p/2pp1n2/4p1p1/4P3/2N2NP1/PPP2PBP/R1BQK2R
1764178619,rnbqk1r1/p3bp1p/2pp1n2/4p1p1/4P3/2N2NP1/PPP2PBP/R1BQK2R
1764178623,rnbqk1r1/p3bp1p/2pp1n2/4p1p1/4P3/2N2NP1/PPP2PBP/R1BQ1RK1
1764178627,rnbqk1r1/p3bp1p/2pp4/3np1p1/4P3/2N2NP1/PPP2PBP/R1BQ1RK1
1764178633,rnbqk1r1/p3bp1p/2pp4/3Pp1p1/8/2N2NP1/PPP2PBP/R1BQ1RK1
1764178635,rnbqk1r1/p3bp1p/3p4/3pp1p1/8/2N2NP1/PPP2PBP/R1BQ1RK1
1764178644,rnbqk1r1/p3bp1p/3p4/3Np1p1/8/5NP1/PPP2PBP/R1BQ1RK1
1764178646,r1bqk1r1/p3bp1p/2np4/3Np1p1/8/5NP1/PPP2PBP/R1BQ1RK1
1764178658,r1bqk1r1/p3bp1p/2np4/3Np1p1/8/4BNP1/PPP2PBP/R2Q1RK1
1764178663,r1bqk1r1/p3b2p/2np1p2/3Np1p1/8/4BNP1/PPP2PBP/R2Q1RK1
1764178669,r1bqk1r1/p3b2p/2np1p2/3Np1p1/8/4BNP1/PPP2PBP/R1Q2RK1
1764178671,r2qk1r1/p3b2p/2npbp2/3Np1p1/8/4BNP1/PPP2PBP/R1Q2RK1
1764178672,r2qk1r1/p3N2p/2npbp2/4p1p1/8/4BNP1/PPP2PBP/R1Q2RK1
1764178673,r2qk1r1/p3N2p/2n1bp2/3pp1p1/8/4BNP1/PPP2PBP/R1Q2RK1
1764178676,r2qk1N1/p6p/2n1bp2/3pp1p1/8/4BNP1/PPP2PBP/R1Q2RK1
1764178679,r2qk1N1/p6p/2n1bp2/4p1p1/3p4/4BNP1/PPP2PBP/R1Q2RK1
1764178679,r2qk1N1/p6p/2n1bp2/4p1p1/3p4/4BNP1/PPP2PBP/R2Q1RK1
1764178680,r2qk1N1/p6p/2n1bp2/4p1p1/8/3pBNP1/PPP2PBP/R2Q1RK1
1764179036,rnbqkbnr/pppp1ppp/4p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R
1764179039,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R
1764179043,rnbqkbnr/pppp1ppp/8/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R
1764179044,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R
1764179065,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R
1764179073,rnbqkbnr/pppp1ppp/8/4p3/8/5N2/PPPPPPPP/RNBQKB1R
1764179074,rnbqkbnr/pppp1ppp/8/4N3/8/8/PPPPPPPP/RNBQKB1R
1764179094,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR
1764179103,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R
1764179109,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R
1764179115,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R
1764179121,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R
1764179125,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R
1764179128,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/P1B1P3/2N2N2/1PPP1PPP/R1BQK2R
1764179132,r1bqkb1r/1ppp1p1p/p1n2np1/4p3/P1B1P3/2N2N2/1PPP1PPP/R1BQK2R
1764179132,r1bqkb1r/1ppp1p1p/p1n2np1/4p3/P1B1P3/2N2N2/1PPP1PPP/R1BQKR2
1764179143,r1bqkb1r/1ppp1p2/p1n2npp/4p3/P1B1P3/2N2N2/1PPP1PPP/R1BQKR2
1764179249,rnbqkbnr/pppppppp/8/8/8/P7/1PPPPPPP/RNBQKBNR
1764179259,rnbqkbnr/ppppppp1/7p/8/8/P7/1PPPPPPP/RNBQKBNR
1764179264,rnbqkbnr/ppppppp1/7p/8/8/P6P/1PPPPPP1/RNBQKBNR
1764179271,rnbqkbnr/1pppppp1/p6p/8/8/P6P/1PPPPPP1/RNBQKBNR
1764179277,rnbqkbnr/1pppppp1/p6p/8/8/P5PP/1PPPPP2/RNBQKBNR
1764179281,rnbqkbnr/1ppppp2/p5pp/8/8/P5PP/1PPPPP2/RNBQKBNR
1764179287,rnbqkbnr/1ppppp2/p5pp/8/8/P4PPP/1PPPP3/RNBQKBNR
1764179294,rnbqkbnr/1pppp3/p4ppp/8/8/P4PPP/1PPPP3/RNBQKBNR
1764179301,rnbqkbnr/1pppp3/p4ppp/8/8/P3PPPP/1PPP4/RNBQKBNR
1764179302,rnbqkbnr/1ppp4/p3pppp/8/8/P3PPPP/1PPP4/RNBQKBNR
1764179304,rnbqkbnr/1ppp4/p3pppp/8/8/P2PPPPP/1PP5/RNBQKBNR
1764179311,rnbqkbnr/1pp5/p2ppppp/8/8/P2PPPPP/1PP5/RNBQKBNR
1764179313,rnbqkbnr/1pp5/p2ppppp/8/8/P1PPPPPP/1P6/RNBQKBNR
1764179317,rnbqkbnr/1p6/p1pppppp/8/8/P1PPPPPP/1P6/RNBQKBNR
1764179317,rnbqkbnr/1p6/p1pppppp/8/8/PPPPPPPP/8/RNBQKBNR
1764179321,rnbqkbnr/8/pppppppp/8/8/PPPPPPPP/8/RNBQKBNR
1764179323,rnbqkbnr/8/pppppppp/8/7P/PPPPPPP1/8/RNBQKBNR
1764179324,rnbqkbnr/8/ppppppp1/7p/7P/PPPPPPP1/8/RNBQKBNR
1764179325,rnbqkbnr/8/ppppppp1/7p/6PP/PPPPPP2/8/RNBQKBNR
1764179327,rnbqkbnr/8/pppppp2/6pp/6PP/PPPPPP2/8/RNBQKBNR
1764179328,rnbqkbnr/8/pppppp2/6pp/5PPP/PPPPP3/8/RNBQKBNR
1764179330,rnbqkbnr/8/ppppp3/5ppp/5PPP/PPPPP3/8/RNBQKBNR
1764179332,rnbqkbnr/8/ppppp3/5ppp/4PPPP/PPPP4/8/RNBQKBNR
1764179333,rnbqkbnr/8/pppp4/4pppp/4PPPP/PPPP4/8/RNBQKBNR
1764179334,rnbqkbnr/8/pppp4/4pppp/3PPPPP/PPP5/8/RNBQKBNR
1764179336,rnbqkbnr/8/ppp5/3ppppp/3PPPPP/PPP5/8/RNBQKBNR
1764179337,rnbqkbnr/8/ppp5/3ppppp/2PPPPPP/PP6/8/RNBQKBNR
1764179339,rnbqkbnr/8/pp6/2pppppp/2PPPPPP/PP6/8/RNBQKBNR
1764179343,rnbqkbnr/8/pp6/2pppppp/1PPPPPPP/P7/8/RNBQKBNR
1764179343,rnbqkbnr/8/p7/1ppppppp/1PPPPPPP/P7/8/RNBQKBNR
1764179344,rnbqkbnr/8/p7/1ppppppp/PPPPPPPP/8/8/RNBQKBNR
1764179347,rnbqkbnr/8/8/pppppppp/PPPPPPPP/8/8/RNBQKBNR
1764179353,rnbqkbnr/8/8/pppppppP/PPPPPP1P/8/8/RNBQKBNR
1764179359,rnbqkbnr/8/8/pppppp1P/PPPPPp1P/8/8/RNBQKBNR
1764179360,rnbqkbnr/8/8/pppppP1P/PPPP1p1P/8/8/RNBQKBNR
1764179365,rnbqkbnr/8/8/pppp1P1P/PPPp1p1P/8/8/RNBQKBNR
1764179367,rnbqkbnr/8/8/pPpp1P1P/1PPp1p1P/8/8/RNBQKBNR
1764179369,rnbqkbnr/8/8/pPp2P1P/1Ppp1p1P/8/8/RNBQKBNR
1764179370,rnbqkbnr/8/8/pPP2P1P/2pp1p1P/8/8/RNBQKBNR
1764179370,rnbqkbnr/8/8/pPP2P1P/2p2p1P/3p4/8/RNBQKBNR
1764179372,rnbqkbnr/8/1P6/p1P2P1P/2p2p1P/3p4/8/RNBQKBNR
1764179372,rnbqkbnr/8/1P6/2P2P1P/p1p2p1P/3p4/8/RNBQKBNR
1764179376,rnbqkbnr/1P6/8/2P2P1P/p1p2p1P/3p4/8/RNBQKBNR
1764179386,rnbqkbnr/1P6/8/2P2P1P/p1p2p1P/8/3p4/RNBQKBNR
1764179396,rnbqkbnr/1P6/8/2P2P1P/p1p2p1P/8/3B4/RN1QKBNR
1764179397,rnbqkbnr/1P6/8/2P2P1P/2p2p1P/p7/3B4/RN1QKBNR
1764263617,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2
1764350355,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R
1764350355,rnbqkbnr/pp2pppp/8/2pp4/4P3/5N2/PPPP1PPP/RNBQKB1R
1764350355,rnbqkbnr/pp2pppp/8/2pP4/8/5N2/PPPP1PPP/RNBQKB1R
1764350355,rnb1kbnr/pp2pppp/8/2pq4/8/5N2/PPPP1PPP/RNBQKB1R
1764350355,rnb1kbnr/pp2pppp/8/2pq4/8/2N2N2/PPPP1PPP/R1BQKB1R
1764350355,rnb1kbnr/pp2pppp/4q3/2p5/8/2N2N2/PPPP1PPP/R1BQKB1R
1764350355,rnb1kbnr/pp2pppp/4q3/2p5/8/2N2N2/PPPPBPPP/R1BQK2R
1764350355,rnb1kb1r/pp2pppp/4qn2/2p5/8/2N2N2/PPPPBPPP/R1BQK2R
1764350355,rnb1kb1r/pp2pppp/4qn2/2p5/8/2N2N2/PPPPBPPP/R1BQ1RK1
1764350355,rnb1kb1r/p3pppp/1p2qn2/2p5/8/2N2N2/PPPPBPPP/R1BQ1RK1
1764350355,rnb1kb1r/p3pppp/1p2qn2/2p5/8/2N2N2/PPPPBPPP/R1BQR1K1
1764350355,r1b1kb1r/p2npppp/1p2qn2/2p5/8/2N2N2/PPPPBPPP/R1BQR1K1
1764350355,r1b1kb1r/p2npppp/1p2qn2/1Np5/8/5N2/PPPPBPPP/R1BQR1K1
1764350355,r1b1kb1r/p2npppp/1pq2n2/1Np5/8/5N2/PPPPBPPP/R1BQR1K1
1764350355,r1b1kb1r/p2npppp/1pq2n2/1Np5/3P4/5N2/PPP1BPPP/R1BQR1K1
1764350355,r1b1kb1r/p2npppp/1pq2n2/1N6/2pP4/5N2/PPP1BPPP/R1BQR1K1
1764350355,r1b1kb1r/p2npppp/1pq2n2/8/2pP4/2N2N2/PPP1BPPP/R1BQR1K1
1764350355,r3kb1r/pb1npppp/1pq2n2/8/2pP4/2N2N2/PPP1BPPP/R1BQR1K1
1764350355,r3kb1r/pb1npppp/1pq2n2/8/2pP1B2/2N2N2/PPP1BPPP/R2QR1K1
1764350355,r3kb1r/pb1n1ppp/1pq1pn2/8/2pP1B2/2N2N2/PPP1BPPP/R2QR1K1
1764350355,r3kb1r/pb1n1ppp/1pq1pn2/4B3/2pP4/2N2N2/PPP1BPPP/R2QR1K1
1764350355,r3k2r/pb1nbppp/1pq1pn2/4B3/2pP4/2N2N2/PPP1BPPP/R2QR1K1
1764350355,r3k2r/pb1nbppp/1pq1pn2/4B3/2pP4/2N2N2/PPPQBPPP/R3R1K1
1764350355,3rk2r/pb1nbppp/1pq1pn2/4B3/2pP4/2N2N2/PPPQBPPP/R3R1K1
1764350355,3rk2r/pb1nbppp/1pq1pn2/4B3/2pP1Q2/2N2N2/PPP1BPPP/R3R1K1
1764350355,3r1rk1/pb1nbppp/1pq1pn2/4B3/2pP1Q2/2N2N2/PPP1BPPP/R3R1K1
1764350355,3r1rk1/pb1nbppp/1pq1pn2/4B3/2pP1Q2/2N2N2/PPP1BPPP/3RR1K1
1764350355,3r1rk1/pb1nbpp1/1pq1pn1p/4B3/2pP1Q2/2N2N2/PPP1BPPP/3RR1K1
1764350355,3r1rk1/pb1nbpp1/1pq1pn1p/4B3/2pP4/2N2NQ1/PPP1BPPP/3RR1K1
1764350355,3r1rk1/pb2bpp1/1pq1pn1p/4n3/2pP4/2N2NQ1/PPP1BPPP/3RR1K1
1764350355,3r1rk1/pb2bpp1/1pq1pn1p/4P3/2p5/2N2NQ1/PPP1BPPP/3RR1K1
1764350355,3r1rk1/pb1qbpp1/1p2pn1p/4P3/2p5/2N2NQ1/PPP1BPPP/3RR1K1
1764350355,3r1rk1/pb1qbpp1/1p2pn1p/4P3/2p5/2NB1NQ1/PPP2PPP/3RR1K1
1764350355,3r1rk1/pb1qbpp1/1p2p2p/4P3/2p1n3/2NB1NQ1/PPP2PPP/3RR1K1
1764350355,3r1rk1/pb1qbpp1/1p2p2p/4P3/2p1N3/3B1NQ1/PPP2PPP/3RR1K1
1764350355,3r1rk1/pb2bpp1/1pq1p2p/4P3/2p1N3/3B1NQ1/PPP2PPP/3RR1K1
1764350355,3r1rk1/pb2bpp1/1pq1p2p/4P3/2p1N3/5NQ1/PPP2PPP/3RRBK1
1764350355,3r1rk1/pb3pp1/1pq1p2p/4P3/1bp1N3/5NQ1/PPP2PPP/3RRBK1
1764350355,3r1rk1/pb3pp1/1pq1p2p/4P3/1bp1N3/2P2NQ1/PP3PPP/3RRBK1
1764350355,3r1rk1/pb3pp1/1pq1p2p/2b1P3/2p1N3/2P2NQ1/PP3PPP/3RRBK1
1764350355,3r1rk1/pb3pp1/1pq1p2p/2b1P3/2pNN3/2P3Q1/PP3PPP/3RRBK1
1764350355,3r1rk1/pb3pp1/1pq1p2p/4P3/2pbN3/2P3Q1/PP3PPP/3RRBK1
1764350355,3r1rk1/pb3pp1/1pq1p2p/4P3/2pPN3/6Q1/PP3PPP/3RRBK1
1764350355,5rk1/pb3pp1/1pq1p2p/3rP3/2pPN3/6Q1/PP3PPP/3RRBK1
1764350355,5rk1/pb3pp1/1pq1p2p/3rP3/2pPNP2/6Q1/PP4PP/3RRBK1
1764350355,3r2k1/pb3pp1/1pq1p2p/3rP3/2pPNP2/6Q1/PP4PP/3RRBK1
1764350355,3r2k1/pb3pp1/1pq1p2p/3rP3/2pPNP2/8/PP3QPP/3RRBK1
1764350355,3r2k1/pb3pp1/1pq1p2p/3rP3/3PNP2/2p5/PP3QPP/3RRBK1
1764350355,3r2k1/pb3pp1/1pq1p2p/3rP3/3PNP2/2p5/PP3QPP/2R1RBK1
1764350355,3r2k1/pb3pp1/1pq1p2p/4P3/3rNP2/2p5/PP3QPP/2R1RBK1
1764350355,3r2k1/pb3pp1/1pq1p2p/4P3/3rNP2/2R5/PP3QPP/4RBK1
1764350355,3r2k1/pb3pp1/1p2p2p/3qP3/3rNP2/2R5/PP3QPP/4RBK1
1764350355,3r2k1/pb3pp1/1p2p2p/3qPP2/3rN3/2R5/PP3QPP/4RBK1
1764350355,3r2k1/pb3pp1/1p2p2p/3qPP2/4N3/2R5/PP1r1QPP/4RBK1
1764350355,3r2k1/pb3pp1/1p2p2p/3qPP2/8/2R5/PP1N1QPP/4RBK1
1764350355,3r2k1/pb3pp1/1p2p2p/4PP2/8/2R5/PP1q1QPP/4RBK1
1764350355,3r2k1/pb3pp1/1p2p2p/4PP2/8/2R3Q1/PP1q2PP/4RBK1
1764350355,3r2k1/pb3pp1/1p2p2p/3qPP2/8/2R3Q1/PP4PP/4RBK1
1764350355,3r2k1/pb3pp1/1p2p2p/1B1qPP2/8/2R3Q1/PP4PP/4R1K1
1764350355,3r2k1/pb3pp1/1p5p/1B1qPp2/8/2R3Q1/PP4PP/4R1K1
1764350355,3r2k1/pb3pp1/1p2P2p/1B1q1p2/8/2R3Q1/PP4PP/4R1K1
1764350355,3r2k1/pb4p1/1p2p2p/1B1q1p2/8/2R3Q1/PP4PP/4R1K1
1764350355,3r2k1/pb4p1/1p2p2p/1B1q1p2/8/6Q1/PP4PP/2R1R1K1
1764350355,3r2k1/pb4p1/1p2p2p/1q3p2/8/6Q1/PP4PP/2R1R1K1
1764350355,3r2k1/pb4p1/1p2p1Qp/1q3p2/8/8/PP4PP/2R1R1K1
1764350355,3r2k1/pb4p1/1p2p1Qp/3q1p2/8/8/PP4PP/2R1R1K1
1764350355,3r2k1/pb4p1/1p2p1Qp/3q1p2/8/8/PP4PP/2R1RK2
1764350355,3r2k1/pb4p1/1p2p1Qp/5p2/8/8/PP1q2PP/2R1RK2
1764350355,3r2k1/pb4p1/1p2R1Qp/5p2/8/8/PP1q2PP/2R2K2
1764350355,3r2k1/pb4p1/1p2R1Q1/5p1p/8/8/PP1q2PP/2R2K2
1764350355,3r2k1/pb4p1/1p2RQ2/5p1p/8/8/PP1q2PP/2R2K2
1764350355,3r2k1/pb4p1/1p2RQ2/5p1p/8/8/PP4qP/2R2K2
1764350990,rnbqkbnr/pp1ppppp/2p5/8/3P4/8/PPP1PPPP/RNBQKBNR
1764351000,rnbqkbnr/pp1ppppp/2p5/8/2PP4/8/PP2PPPP/RNBQKBNR
1764351035,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
1764351050,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR
1764351058,r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR
1764351064,r1bqkbnr/pppppppp/2n5/8/4PP2/8/PPPP2PP/RNBQKBNR
1764351070,r1bqkbnr/pppppppp/8/8/3nPP2/8/PPPP2PP/RNBQKBNR
1764351079,r1bqkbnr/pppppppp/8/8/3nPP2/5N2/PPPP2PP/RNBQKB1R
1764351082,r1bqkbnr/ppppp1pp/8/5p2/3nPP2/5N2/PPPP2PP/RNBQKB1R
1764351085,r1bqkbnr/ppppp1pp/8/5p2/3nPP1P/5N2/PPPP2P1/RNBQKB1R
1764351086,r1bqkbnr/ppppp2p/8/5pp1/3nPP1P/5N2/PPPP2P1/RNBQKB1R
1764351088,r1bqkbnr/ppppp2p/8/5pp1/2PnPP1P/5N2/PP1P2P1/RNBQKB1R
1764351228,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
1764351228,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR
1764351228,r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR
1764351228,r1bqkbnr/pppppppp/2n5/8/4PP2/8/PPPP2PP/RNBQKBNR
1764351228,r1bqkbnr/pppppppp/8/8/3nPP2/8/PPPP2PP/RNBQKBNR
1764351228,r1bqkbnr/pppppppp/8/8/3nPP2/5N2/PPPP2PP/RNBQKB1R
1764351228,r1bqkbnr/ppppp1pp/8/5p2/3nPP2/5N2/PPPP2PP/RNBQKB1R
1764351228,r1bqkbnr/ppppp1pp/8/5p2/3nPP1P/5N2/PPPP2P1/RNBQKB1R
1764351228,r1bqkbnr/ppppp2p/8/5pp1/3nPP1P/5N2/PPPP2P1/RNBQKB1R
1764351228,r1bqkbnr/ppppp2p/8/5pp1/2PnPP1P/5N2/PP1P2P1/RNBQKB1R
1764351253,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
1764351253,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR
1764351253,r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR
1764351253,r1bqkbnr/pppppppp/2n5/8/4PP2/8/PPPP2PP/RNBQKBNR
1764351253,r1bqkbnr/pppppppp/8/8/3nPP2/8/PPPP2PP/RNBQKBNR
1764351253,r1bqkbnr/pppppppp/8/8/3nPP2/5N2/PPPP2PP/RNBQKB1R
